Mean RMSE,Std RMSE,Mean R2
40.88457740877165,21.787281283459425,-0.18358912773812233
50.167779199727576,17.91261143264823,-1.6653796929293168
45.459856762782444,20.42246446025284,-0.6925333815462545
40.78754440617201,23.08218932666872,-0.09568034802598598
